代码,名称,日期,周收益(%),近一月(%),近三月(%),近半年(%),近一年(%),总收益(%),净值
561220,数字经济ETF工银,2026-04-29,2.55,14.35,16.37,4.21,8.92,62.47,1.62
159248,万家中证人工智能主题ETF,2026-04-29,-1.84,14.34,18.69,6.43,11.17,70.92,1.71
588450,招商上证科创板50成份增强策略ETF,2026-04-29,1.63,14.33,13.39,-0.07,4.94,97.90,1.98
159385,富国中证诚通国企数字经济ETF,2026-04-29,2.49,14.33,16.47,4.28,8.65,62.87,1.63
159505,博时国证2000ETF,2026-04-29,-1.36,14.32,8.78,3.09,17.28,68.08,1.68
516390,汇添富中证新能源汽车产业ETF,2026-04-29,4.50,14.29,12.07,14.18,12.86,15.62,1.16
159807,易方达中证科技50ETF,2026-04-29,-0.13,14.28,16.30,8.22,8.46,64.36,0.82
159261,鹏华创业板新能源ETF,2026-04-29,2.26,14.27,5.75,11.12,6.40,75.64,1.76
159939,广发中证全指信息技术ETF,2026-04-29,1.20,14.25,18.55,5.05,5.76,102.36,1.01
563050,易方达中证国新央企科技引领ETF,2026-04-29,0.12,14.24,14.47,3.36,11.06,25.41,1.25
561590,华泰柏瑞中证1000增强策略ETF,2026-04-29,-0.83,14.20,9.65,2.47,12.95,57.42,1.57
516660,华安中证新能源汽车ETF,2026-04-29,4.44,14.16,11.94,14.09,12.52,30.54,1.31
159122,富国创业板新能源ETF,2026-04-29,2.27,14.15,5.75,11.07,11.30,12.65,1.13
159292,华宝创业板综合增强策略ETF,2026-04-29,-1.59,14.07,9.29,6.78,12.33,25.32,1.25
159801,广发国证半导体芯片ETF,2026-04-29,3.37,14.06,16.89,-0.61,4.62,95.34,0.98
159995,华夏国证半导体芯片ETF,2026-04-29,3.39,14.05,16.90,-0.59,4.87,97.07,1.97
159813,芯片,2026-04-29,3.37,13.99,16.78,-0.63,4.96,89.29,1.26
159778,工业互联ETF,2026-04-29,0.71,13.95,11.47,5.72,4.36,22.64,1.23
159543,国证2000ETF工银,2026-04-29,-1.21,13.92,10.16,0.88,17.25,54.56,1.55
561780,博时中证1000增强ETF,2026-04-29,-1.82,13.86,8.37,1.83,13.36,66.97,1.67
560170,南方中证国新央企科技引领ETF,2026-04-29,0.13,13.85,14.53,3.00,10.22,17.93,1.18
562560,华夏中证全指信息技术ETF,2026-04-29,1.08,13.80,18.35,4.65,5.23,108.76,2.09
515980,华富中证人工智能产业ETF,2026-04-29,-3.44,13.80,15.98,1.30,7.21,97.26,0.99
159819,易方达中证人工智能主题ETF,2026-04-29,-1.95,13.71,18.28,5.79,10.39,74.10,1.74
589580,兴银上证科创板综合价格ETF,2026-04-29,0.36,13.69,12.99,1.99,9.47,49.11,1.49
560100,南方中证500增强策略ETF,2026-04-29,-0.23,13.60,8.92,0.56,12.19,41.86,1.42
159836,天弘创业板300ETF,2026-04-29,-1.79,13.60,11.47,8.85,10.78,35.68,1.36
515070,华夏中证人工智能主题ETF,2026-04-29,-2.06,13.56,18.20,5.68,10.20,120.70,2.21
159676,富国创业板增强策略ETF,2026-04-29,-1.99,13.54,10.53,9.55,10.73,61.98,1.62
512930,平安人工智能ETF,2026-04-29,-2.10,13.53,18.18,5.65,10.13,187.24,2.48
159569,景顺长城国证港股通红利低波动率ETF,2026-04-29,3.64,13.38,1.36,6.55,11.82,59.30,1.51
159532,易方达中证2000ETF,2026-04-29,-1.00,13.34,8.40,3.50,16.48,77.44,1.77
563300,华泰柏瑞中证2000ETF,2026-04-29,-0.57,13.32,7.88,3.51,16.63,54.78,1.55
159685,天弘中证1000增强策略ETF,2026-04-29,-1.73,13.25,6.01,0.83,13.02,55.17,1.55
159902,华夏中小企业100ETF,2026-04-29,0.91,13.23,11.95,8.02,11.68,421.40,4.97
561280,中证1000增强ETF工银,2026-04-29,-2.14,13.23,6.85,1.28,15.43,75.45,1.75
588460,科创50增强ETF,2026-04-29,2.29,13.22,15.05,1.95,3.14,81.07,1.81
516800,华宝中证智能制造主题ETF,2026-04-29,0.13,13.22,13.35,2.14,6.51,79.32,0.90
562660,华夏中证2000ETF,2026-04-29,-0.78,13.18,7.15,2.97,17.09,94.27,1.94
159680,招商中证1000增强策略ETF,2026-04-29,-1.51,13.18,8.43,1.86,13.45,72.80,1.73
159804,国寿安保创精选88ETF,2026-04-29,0.14,13.09,12.58,5.66,16.48,67.81,1.68
588690,科综指增,2026-04-29,1.41,13.06,13.13,2.49,11.11,19.40,1.19
159991,招商创业板大盘ETF,2026-04-29,-2.92,13.01,13.28,12.93,8.38,143.53,0.86
588520,科创增强ETF永赢,2026-04-29,-1.04,12.98,8.62,0.94,9.90,44.09,1.44
562380,科技引领,2026-04-29,-0.02,12.95,13.92,2.55,9.11,21.18,1.21
560980,广发中证光伏龙头30ETF,2026-04-29,-1.17,12.94,-4.58,-2.05,11.36,-19.54,0.80
159552,招商中证2000增强策略ETF,2026-04-29,-1.56,12.93,9.86,4.34,12.47,128.78,2.29
159968,博时中证500ETF,2026-04-29,-0.13,12.85,8.41,-1.20,13.57,110.81,10.69
159147,南方中证电池主题ETF,2026-04-29,4.22,12.84,11.26,19.60,12.84,12.84,1.13
512580,广发中证环保ETF,2026-04-29,1.22,12.80,2.34,9.20,7.49,43.60,1.44
159918,嘉实中创400ETF,2026-04-29,-1.07,12.78,9.89,2.01,14.66,171.12,2.71
159814,西部利得创业板大盘ETF,2026-04-29,-2.95,12.78,13.30,12.84,8.13,54.66,0.75
159669,国泰国证绿色电力ETF,2026-04-29,-0.16,12.67,-4.08,8.75,4.31,20.42,1.20
159625,嘉实国证绿色电力ETF,2026-04-29,-0.15,12.61,-4.03,8.68,4.46,31.54,1.32
159895,易方达中证物联网主题ETF,2026-04-29,-0.62,12.60,16.38,4.70,8.46,38.33,1.38
560410,鹏华中证电池主题ETF,2026-04-29,4.11,12.57,12.57,12.57,12.57,12.57,1.13
560580,南方中证全指电力公用事业ETF,2026-04-29,0.27,12.55,-4.37,9.10,3.98,18.24,1.18
510530,中证500ETF工银,2026-04-29,-0.23,12.54,8.28,-1.42,13.35,76.40,9.12
561700,博时中证全指电力公用事业ETF,2026-04-29,0.27,12.54,-4.27,9.12,4.16,17.96,1.18
561560,华泰柏瑞中证全指电力公用事业ETF,2026-04-29,0.27,12.48,-4.35,9.05,4.21,36.34,1.36
512510,华泰柏瑞中证500ETF,2026-04-29,-0.23,12.48,8.30,-1.44,13.46,24.15,2.45
588370,南方上证科创板50成份增强策略ETF,2026-04-29,2.66,12.47,13.97,0.29,4.16,60.41,1.60
515150,富国中证国企一带一路ETF,2026-04-29,0.18,12.42,0.96,0.87,14.48,68.76,1.69
159500,富国中证500ETF,2026-04-29,-0.16,12.38,8.34,-1.43,12.63,22.25,1.22
159611,广发中证全指电力ETF,2026-04-29,0.27,12.38,-4.45,8.97,4.02,12.39,1.12
560660,新华中证云计算50ETF,2026-04-29,-5.32,12.36,10.67,1.24,12.88,127.32,1.14
159982,中证500,2026-04-29,-0.19,12.34,8.17,-1.47,12.57,119.45,2.19
562350,电力,2026-04-29,0.27,12.34,-4.36,8.94,4.02,18.25,1.18
510560,国寿安保中证500ETF,2026-04-29,-0.19,12.32,8.38,-1.45,13.31,-5.43,2.04
159944,广发中证全指原材料ETF,2026-04-29,-0.13,12.32,7.80,-9.69,22.48,66.69,1.67
516260,华夏中证物联网主题ETF,2026-04-29,-0.64,12.27,16.19,4.36,8.08,37.57,1.38
512460,华夏中证电池主题ETF,2026-04-29,4.17,12.27,11.00,12.27,12.27,12.27,1.12
159861,国泰中证环保产业50ETF,2026-04-29,0.67,12.26,1.07,5.50,7.18,28.60,1.29
159896,南方中证物联网主题ETF,2026-04-29,-0.63,12.25,16.25,4.33,7.95,28.42,1.28
159701,招商中证物联网主题ETF,2026-04-29,-0.63,12.18,16.08,4.40,7.95,27.44,1.27
159305,广发国证新能源电池ETF,2026-04-29,-0.97,12.17,3.83,10.84,6.96,107.51,2.08
159820,天弘中证500ETF,2026-04-29,-0.31,12.17,8.06,-1.74,12.41,42.48,1.42
562910,易方达中证装备产业ETF,2026-04-29,0.47,12.17,5.83,5.53,11.60,-1.90,0.98
517330,易方达中证长江保护主题ETF,2026-04-29,0.19,12.16,5.79,5.65,7.42,2.78,1.03
562960,易方达中证绿色电力ETF,2026-04-29,0.17,12.16,-4.13,9.18,3.72,21.65,1.22
159337,中证500ETF基金,2026-04-29,-0.21,12.15,8.11,-1.62,12.46,87.59,1.88
159566,易方达国证新能源电池ETF,2026-04-29,-1.08,12.12,3.66,10.74,7.03,134.12,2.34
510580,易方达中证500ETF,2026-04-29,-0.30,12.12,8.07,-1.81,12.82,64.92,4.32
560810,融通中证诚通央企ESGETF,2026-04-29,-0.28,12.08,5.33,5.03,6.40,23.19,1.23
561170,富国中证绿色电力ETF,2026-04-29,0.12,12.08,-4.18,9.10,3.65,22.14,1.22
515110,易方达中证国企一带一路ETF,2026-04-29,0.10,12.08,0.80,0.59,13.88,77.84,1.78
159289,鹏华创业板综合ETF,2026-04-29,-1.49,12.05,9.77,6.15,9.90,18.03,1.18
159155,大成中证电池主题ETF,2026-04-29,4.29,12.04,11.38,19.61,12.04,12.04,1.12
561330,国泰中证有色金属矿业主题ETF,2026-04-29,-2.25,12.04,8.00,-18.67,22.92,115.07,2.15
562550,华夏中证绿色电力ETF,2026-04-29,0.13,12.02,-4.21,9.06,3.53,21.64,1.22
510590,平安中证500ETF,2026-04-29,-0.39,12.02,8.13,-1.87,12.56,66.40,8.88
159287,博时创业板综合ETF,2026-04-29,-1.23,12.01,9.83,5.96,9.58,21.45,1.21
517160,南方中证长江保护主题ETF,2026-04-29,0.17,12.00,5.67,5.48,6.87,1.75,1.02
159943,深证ETF,2026-04-29,-0.36,11.99,10.13,5.98,10.89,28.13,1.65
159690,招商中证有色金属矿业主题ETF,2026-04-29,-2.21,11.92,8.14,-18.50,22.67,119.28,2.19
510550,方正富邦中证500ETF,2026-04-29,-0.36,11.89,7.84,-1.87,12.24,111.91,2.12
563750,汇添富中证500ETF,2026-04-29,-0.37,11.88,7.95,-1.98,11.96,14.92,1.15
515530,泰康500,2026-04-29,-0.33,11.87,7.95,-2.00,11.76,41.89,4.54
512500,华夏中证500ETF,2026-04-29,-0.37,11.87,7.90,-1.98,12.01,2.04,4.66
510510,广发中证500ETF,2026-04-29,-0.35,11.83,7.96,-1.94,12.05,166.03,2.66
510500,南方中证500ETF,2026-04-29,-0.37,11.79,7.95,-2.07,11.81,181.26,8.42
589850,科创50ETF东财,2026-04-29,3.11,11.79,15.07,-0.42,1.34,43.19,1.43
159903,南方深证成份ETF,2026-04-29,-0.36,11.76,9.98,5.72,10.42,35.24,1.83
515200,申万菱信中证研发创新100ETF,2026-04-29,0.35,11.74,12.26,4.13,6.94,137.61,2.38
159922,嘉实中证500ETF,2026-04-29,-0.38,11.70,7.83,-2.08,11.86,179.91,3.35
515990,添富中证国企一带一路ETF,2026-04-29,0.07,11.64,0.59,0.32,13.17,65.66,1.66
588940,富国上证科创板50成份ETF,2026-04-29,3.09,11.63,15.15,-0.49,1.35,54.11,1.54
588950,景顺长城上证科创板50成份ETF,2026-04-29,3.04,11.62,15.03,-0.49,1.19,55.08,1.55
159553,海富通中证2000增强策略ETF,2026-04-29,-2.14,11.61,7.19,2.98,15.19,105.07,2.05
515190,中银证券中证500ETF,2026-04-29,-0.41,11.58,7.76,-2.09,11.66,73.48,1.73
159876,有色龙头ETF,2026-04-29,-2.26,11.52,8.41,-17.05,21.47,122.02,1.11
159881,国泰中证有色金属ETF,2026-04-29,-2.35,11.52,8.33,-17.14,20.96,106.98,2.07
588840,万家上证科创板50成份ETF,2026-04-29,2.94,11.50,14.94,-0.60,1.18,38.57,1.39
520660,南方中证国新港股通央企红利ETF,2026-04-29,3.90,11.47,3.15,3.49,9.80,18.84,1.12
561350,国泰中证500ETF,2026-04-29,-0.39,11.47,7.67,-2.03,11.45,31.32,1.31
159563,华夏创业板综合ETF,2026-04-29,-1.71,11.46,9.50,6.23,10.62,95.78,1.96
159677,1000增强ETF,2026-04-29,-1.32,11.46,6.81,0.81,13.67,54.72,1.55
159335,融通中证诚通央企科技创新ETF,2026-04-29,-0.16,11.42,8.48,-0.39,13.05,53.69,1.54
513690,博时恒生高股息ETF,2026-04-29,2.19,11.41,3.09,2.48,9.51,25.24,1.20
159758,华夏中证红利质量ETF,2026-04-29,2.06,11.40,6.44,1.25,3.15,13.79,1.14
520900,广发中证国新港股通央企红利ETF,2026-04-29,3.88,11.39,3.16,3.48,9.67,18.44,1.14
520990,景顺长城中证国新港股通央企红利ETF,2026-04-29,3.87,11.38,3.14,3.46,9.59,18.06,1.11
510570,兴业中证500ETF,2026-04-29,-0.40,11.37,7.68,-1.66,10.73,30.41,1.30
516330,华泰柏瑞中证物联网主题ETF,2026-04-29,-0.65,11.35,15.32,3.75,7.84,57.89,1.58
159935,景顺长城中证500ETF,2026-04-29,-0.43,11.35,7.59,-2.19,11.22,161.41,2.61
588080,易方达上证科创板50ETF,2026-04-29,2.93,11.34,14.87,-0.72,0.75,7.99,1.53
159871,有色金属,2026-04-29,-2.35,11.34,8.11,-17.10,20.93,116.12,1.08
159912,汇添富深证300ETF,2026-04-29,-0.19,11.34,9.97,6.02,8.84,106.67,2.07
159715,易方达中证稀土产业ETF,2026-04-29,-1.14,11.34,7.41,-5.53,8.23,34.09,1.34
588180,国联安科创ETF,2026-04-29,2.98,11.25,14.92,-0.81,0.66,-3.18,0.97
562970,易方达中证光伏产业ETF,2026-04-29,-2.06,11.25,-3.67,-2.15,6.61,21.96,1.22
515550,国联中证500ETF,2026-04-29,-0.41,11.24,7.66,-2.28,11.50,84.54,1.85
159160,电池ETF东财,2026-04-29,4.10,11.21,10.89,11.21,11.21,11.21,1.11
588000,华夏上证科创板50成份ETF,2026-04-29,2.94,11.21,14.87,-0.84,0.67,9.31,1.57
159901,易方达深证100ETF,2026-04-29,-0.29,11.19,10.71,10.40,7.00,669.48,3.84
588150,南方上证科创板50成份ETF,2026-04-29,3.06,11.19,15.06,-0.84,0.53,5.26,1.05
159713,富国中证稀土产业ETF,2026-04-29,-1.10,11.10,7.42,-5.67,8.00,46.17,1.46
512190,浙商之江凤凰ETF,2026-04-29,1.02,11.07,6.77,0.84,10.72,187.37,2.87
563010,易方达中证电信主题ETF,2026-04-29,-3.88,11.06,12.04,9.22,15.53,113.53,2.14
159211,富国深证100ETF,2026-04-29,-0.31,11.05,10.67,10.32,6.65,52.61,1.53
159293,建信创业板综合增强策略ETF,2026-04-29,-0.67,11.05,11.67,9.45,10.99,10.99,1.11
516070,易方达中证内地低碳经济主题ETF,2026-04-29,0.72,11.05,0.93,8.09,4.95,36.88,0.68
159212,南方深证100ETF,2026-04-29,-0.26,11.05,10.72,10.34,6.94,54.57,1.55
588720,中银上证科创板50ETF,2026-04-29,3.07,11.04,15.02,-0.81,0.48,50.28,1.50
588090,华泰柏瑞上证科创板50成份ETF,2026-04-29,2.93,11.03,14.84,-0.92,0.43,7.36,1.54
159961,方正富邦深证100ETF,2026-04-29,-0.31,11.01,10.70,10.27,6.86,133.60,2.34
562010,华宝中证绿色能源ETF,2026-04-29,1.58,11.00,3.03,8.43,6.27,9.38,1.09
563200,富国中证2000ETF,2026-04-29,-1.05,11.00,7.21,1.64,14.54,66.81,1.67
562850,嘉实中证国新央企现代能源ETF,2026-04-29,0.31,11.00,-0.13,1.27,8.87,39.10,1.39
159576,广发深证100ETF,2026-04-29,-0.35,10.98,10.65,10.23,6.73,66.85,1.65
516320,华夏中证装备产业ETF,2026-04-29,0.31,10.98,5.18,4.49,9.58,11.68,1.12
159907,广发国证2000ETF,2026-04-29,-1.93,10.98,7.56,0.11,13.35,106.79,1.14
159970,深100ETF工银,2026-04-29,-0.32,10.97,10.64,10.27,6.67,44.49,1.10
588280,华安上证科创板50ETF,2026-04-29,2.91,10.96,14.71,-1.00,0.39,7.90,1.08
526000,华夏中证港股通信息技术综合ETF,2026-04-29,1.38,10.96,10.96,10.96,10.96,10.96,1.11
588060,广发科创50ETF,2026-04-29,2.93,10.95,14.81,-1.02,0.12,-5.03,0.95
159106,前海开源中证民企300ETF,2026-04-29,-0.82,10.94,10.73,5.37,9.15,13.11,1.13
159216,大成深证100ETF,2026-04-29,-0.38,10.93,10.52,10.18,6.79,56.63,1.57
588040,鹏华科创板50ETF,2026-04-29,2.88,10.91,14.53,-0.95,0.49,52.73,1.53
159721,深证100ETF永赢,2026-04-29,-0.30,10.91,10.61,10.16,6.58,12.20,1.12
512400,南方中证申万有色金属ETF,2026-04-29,-2.01,10.91,8.37,-17.40,21.18,118.28,2.14
561790,博时中证国新央企现代能源ETF,2026-04-29,0.31,10.90,-0.17,1.23,8.68,38.08,1.38
588050,科创50ETF工银,2026-04-29,2.91,10.90,14.71,-1.08,0.34,6.83,1.53
589030,易方达上证科创板芯片设计主题ETF,2026-04-29,2.90,10.89,19.78,5.14,10.89,10.89,1.11
515860,嘉实新兴科技100ETF,2026-04-29,0.37,10.89,14.04,5.62,4.19,85.86,1.86
159123,嘉实中证光伏产业ETF,2026-04-29,-2.06,10.89,-3.75,-2.48,12.01,12.01,1.12
159219,融通深证100ETF,2026-04-29,-0.31,10.84,10.54,10.13,6.47,45.37,1.45
561260,能源ETF工银,2026-04-29,0.31,10.83,-0.14,1.25,8.65,37.98,1.38
588870,汇添富上证科创板50成份ETF,2026-04-29,2.89,10.78,14.68,-1.12,0.01,51.83,1.52
159706,深证100ETF华安,2026-04-29,-0.28,10.75,10.39,10.03,6.74,-1.20,0.99
159716,华宝深证100ETF,2026-04-29,-0.26,10.74,10.51,10.09,6.59,18.00,1.18
516780,华泰柏瑞中证稀土产业ETF,2026-04-29,-1.21,10.73,7.15,-6.03,7.32,95.41,1.95
159247,汇添富创业板ETF,2026-04-29,-1.73,10.73,12.14,10.70,10.73,10.73,1.11
159863,光伏产业,2026-04-29,-2.11,10.72,-3.78,-2.44,5.59,5.68,0.70
159864,国泰中证光伏产业ETF,2026-04-29,-2.06,10.69,-3.76,-2.49,6.02,-30.62,0.69
159975,招商深证100ETF,2026-04-29,-0.30,10.68,10.43,9.99,6.43,83.94,0.81
560300,汇添富中证电信主题ETF,2026-04-29,-3.86,10.62,11.71,8.82,14.86,126.68,2.27
563560,兴业中证科技优势成长50策略ETF,2026-04-29,-0.32,10.61,18.73,10.61,10.61,10.61,1.11
159880,有色50,2026-04-29,-2.47,10.56,8.19,-17.74,19.78,115.21,2.15
159609,浦银安盛中证光伏产业ETF,2026-04-29,-2.25,10.55,-4.08,-2.87,5.55,-38.37,0.62
159207,广发中证智选高股息策略ETF,2026-04-29,1.67,10.55,4.89,2.83,9.64,26.13,1.20
516150,嘉实中证稀土产业ETF,2026-04-29,-1.24,10.53,7.09,-6.20,7.00,101.69,2.02
159633,易方达中证1000ETF,2026-04-29,-1.41,10.52,8.17,0.56,11.64,25.12,3.52
159773,华泰柏瑞创业板科技ETF,2026-04-29,-2.33,10.47,7.02,5.73,9.82,32.95,1.33
560690,电信ETF基金,2026-04-29,-3.85,10.43,11.57,8.63,15.26,117.42,2.17
159687,南方基金南方东英富时亚太低碳精选ETF(QDII),2026-04-28,0.04,10.41,8.99,2.17,9.03,72.81,--
159857,天弘中证光伏产业ETF,2026-04-29,-2.22,10.40,-4.09,-2.83,5.57,-9.84,0.90
516880,光伏50,2026-04-29,-2.24,10.31,-4.12,-2.87,5.12,-10.56,0.89
561370,国泰中证2000ETF,2026-04-29,-1.21,10.25,6.16,1.34,14.69,54.33,1.54
515790,华泰柏瑞中证光伏产业ETF,2026-04-29,-2.22,10.25,-4.10,-2.90,5.20,6.06,1.06
516290,汇添富中证光伏产业ETF,2026-04-29,-2.24,10.22,-4.15,-2.89,5.17,-34.13,0.66
159336,融通中证诚通央企红利ETF,2026-04-29,-0.05,10.21,0.67,1.52,11.02,27.38,1.24
510880,华泰柏瑞上证红利ETF,2026-04-29,2.53,10.21,2.61,5.71,7.85,297.54,3.35
159652,汇添富中证细分有色金属产业主题ETF,2026-04-29,-2.45,10.21,7.96,-17.62,20.18,84.53,1.85
560110,汇添富中证1000ETF,2026-04-29,-1.48,10.20,8.03,0.36,10.61,23.65,1.24
515370,华夏中证光伏产业ETF,2026-04-29,-2.25,10.19,-4.17,-2.97,0.77,0.77,1.01
159556,平安中证2000增强策略ETF,2026-04-29,-0.16,10.18,6.00,1.40,12.98,34.01,1.34
159531,南方中证2000ETF,2026-04-29,-1.33,10.16,7.10,1.72,13.37,53.47,1.53
159777,国联安创科技ETF,2026-04-29,-2.22,10.15,6.80,5.46,8.99,25.03,1.25
159790,华夏中证内地低碳经济主题ETF,2026-04-29,0.62,10.14,0.52,7.30,3.39,-15.73,0.84
562330,500价值,2026-04-29,0.78,10.11,4.10,-2.41,10.91,31.12,1.31
530380,易方达上证380ETF,2026-04-29,-0.52,10.11,6.29,-1.93,9.47,12.04,1.12
516180,平安中证光伏产业ETF,2026-04-29,-2.25,10.07,-4.22,-3.05,5.20,-12.79,0.87
516650,华夏中证细分有色金属产业主题ETF,2026-04-29,-2.45,10.05,7.96,-17.75,20.10,108.41,2.08
159009,易方达创业板新能源ETF,2026-04-29,2.27,10.03,10.03,10.03,10.03,10.03,1.10
159629,富国中证1000ETF,2026-04-29,-1.54,10.02,7.95,0.40,10.49,20.80,3.43
512100,南方中证1000ETF,2026-04-29,-1.56,9.99,7.87,0.29,10.59,25.81,3.35
159845,华夏中证1000ETF,2026-04-29,-1.53,9.98,7.90,0.28,10.50,42.81,3.44
159618,华安中证光伏产业ETF,2026-04-29,-2.22,9.94,-4.06,-2.90,4.97,-16.15,0.84
560220,广发中证2000ETF,2026-04-29,-1.14,9.93,7.30,1.12,12.05,64.36,1.57
515590,前海开源中证500等权ETF,2026-04-29,-0.38,9.93,6.00,-2.47,9.87,102.22,2.02
159628,万家国证2000ETF,2026-04-29,-1.36,9.93,7.86,-0.35,12.25,47.86,1.48
159541,万家创业板综合ETF,2026-04-29,-1.69,9.93,8.79,4.92,8.83,66.69,1.67
560010,广发中证1000ETF,2026-04-29,-1.55,9.90,7.85,0.30,10.28,21.15,3.43
159222,易方达国证自由现金流ETF,2026-04-29,1.53,9.75,1.44,-1.57,12.84,41.45,1.41
516300,华泰柏瑞中证1000ETF,2026-04-29,-1.50,9.74,7.75,-0.01,10.19,45.44,3.45
159555,2000增强ETF,2026-04-29,-0.75,9.71,7.49,2.33,14.44,80.37,1.80
560860,万家中证工业有色金属主题ETF,2026-04-29,-3.05,9.67,7.72,-19.61,18.68,74.10,1.74
159656,万家沪深300成长ETF,2026-04-29,0.22,9.64,10.49,5.40,7.69,23.95,1.24
159606,易方达中证500质量成长ETF,2026-04-29,-0.80,9.62,7.72,-2.85,9.32,28.35,1.28
159885,低碳ETF,2026-04-29,0.55,9.60,0.23,6.87,2.79,29.68,0.86
159886,富国中证细分机械设备产业主题ETF,2026-04-29,0.55,9.59,3.53,6.13,5.13,11.63,1.12
516960,国泰中证细分机械设备产业主题ETF,2026-04-29,0.55,9.59,3.53,6.23,5.34,7.99,1.08
159148,富国国证石油天然气ETF,2026-04-29,3.26,9.58,-0.10,9.58,9.58,9.58,1.10
530880,银河上证国有企业红利ETF,2026-04-29,3.58,9.58,2.56,5.71,5.16,12.68,1.09
510720,国泰上证国有企业红利ETF,2026-04-29,3.60,9.58,2.57,5.66,5.14,12.91,1.04
560560,碳中和TK,2026-04-29,0.53,9.56,0.21,6.86,2.70,-18.87,0.81
159620,华夏中证智选500成长创新策略ETF,2026-04-29,-0.49,9.49,7.95,-1.78,8.12,28.79,1.29
159221,嘉实国证自由现金流ETF,2026-04-29,1.55,9.45,1.45,-1.79,12.24,35.91,1.32
562300,低碳ETF,2026-04-29,0.54,9.43,0.23,6.76,2.65,-18.51,0.81
510290,南方上证380ETF,2026-04-29,-0.58,9.43,5.97,-2.49,8.56,169.03,2.69
159288,创业板综ETF银华,2026-04-29,-1.84,9.39,7.88,3.01,8.02,9.42,1.09
560120,华夏中证500自由现金流ETF,2026-04-29,0.78,9.38,1.37,-10.51,15.40,34.27,1.34
515600,广发中证央企创新驱动ETF,2026-04-29,0.04,9.29,4.74,1.63,7.96,79.00,1.77
159201,华夏国证自由现金流ETF,2026-04-29,1.48,9.29,1.26,-1.97,12.22,32.66,1.33
515680,嘉实央企创新驱动ETF,2026-04-29,0.07,9.29,4.82,1.65,8.18,79.36,1.78
159225,现金流ETF基金,2026-04-29,1.45,9.24,1.24,-1.85,11.92,38.82,1.39
159263,易方达国证价值100ETF,2026-04-29,1.85,9.16,1.98,1.35,13.39,19.97,1.20
159223,现金流ETF永赢,2026-04-29,1.46,9.13,1.20,-2.09,11.61,29.12,1.29
515900,博时央企创新ETF,2026-04-29,0.01,9.10,4.63,1.49,7.83,77.93,1.76
159249,A500增强ETF工银,2026-04-29,0.17,9.09,8.99,2.09,11.41,38.02,1.38
159276,汇添富国证自由现金流ETF,2026-04-29,1.46,8.97,1.25,-2.18,11.66,24.02,1.24
159974,富国中证央企创新驱动ETF,2026-04-29,-0.02,8.92,4.55,1.32,7.43,94.77,1.91
560500,鹏扬中证500质量成长ETF,2026-04-29,-0.89,8.92,7.44,-3.19,8.08,31.79,1.32
562310,300成长,2026-04-29,0.02,8.89,9.93,4.70,6.33,10.31,1.10
589150,平安上证科创板50成份ETF,2026-04-29,2.77,8.85,14.45,-1.15,9.04,9.04,1.09
560590,1000ETF增强,2026-04-29,-2.02,8.83,7.48,-0.94,9.75,56.40,1.56
512040,富国中证价值ETF,2026-04-29,0.36,8.78,2.83,-0.33,9.75,182.18,1.26
517850,汇添富中证沪港深张江自主创新50ETF,2026-04-29,0.59,8.73,9.79,-3.04,-1.40,21.37,1.21
562520,华夏中证智选1000成长创新策略ETF,2026-04-29,-2.23,8.73,7.63,-2.85,8.40,44.07,1.44
159150,易方达深证50ETF,2026-04-29,-0.33,8.70,10.90,9.67,4.67,65.54,1.66
159517,800增强ETF,2026-04-29,0.38,8.68,6.85,-0.38,8.58,40.13,1.40
159146,华宝中证全指电力公用事业ETF,2026-04-29,0.26,8.67,-4.32,9.05,8.67,8.67,1.09
560710,富国中证智选船舶产业ETF,2026-04-29,1.58,8.62,12.56,8.62,8.62,8.62,1.09
563990,富国中证800自由现金流ETF,2026-04-29,2.04,8.61,1.28,-1.92,12.81,37.31,1.37
159233,平安中证全指自由现金流ETF,2026-04-29,1.56,8.61,0.63,-2.27,12.67,32.86,1.33
560700,广发中证国新央企股东回报ETF,2026-04-29,0.98,8.59,0.80,2.04,8.02,34.55,1.21
560800,鹏扬中证数字经济主题ETF,2026-04-29,2.81,8.58,15.22,-1.33,-1.05,6.96,1.07
515580,华泰柏瑞中证科技100ETF,2026-04-29,0.02,8.57,7.27,0.48,4.52,169.82,1.35
159301,华夏中证全指公用事业ETF,2026-04-29,0.36,8.50,-3.42,6.44,1.21,2.11,1.02
159536,汇添富中证2000ETF,2026-04-29,-1.11,8.42,7.03,0.52,10.45,53.99,1.54
159350,富国深证50ETF,2026-04-29,-0.34,8.37,10.83,9.41,4.20,62.24,1.62
520810,易方达中证港股通高股息投资ETF,2026-04-29,1.59,8.36,2.19,2.07,8.36,8.36,1.08
159542,大成中证工程机械ETF,2026-04-29,3.35,8.36,8.91,1.57,13.96,53.48,1.53
159786,VRETF,2026-04-29,-2.74,8.35,14.24,3.16,3.81,20.18,1.20
560280,广发中证工程机械ETF,2026-04-29,3.40,8.33,9.10,1.49,14.13,73.90,1.74
516910,富国中证现代物流ETF,2026-04-29,-0.88,8.32,-0.57,5.25,4.57,19.78,1.20
516250,富国中证工程机械主题ETF,2026-04-29,3.36,8.30,9.11,1.48,9.92,9.92,1.10
560620,万家中证全指公用事业ETF,2026-04-29,0.36,8.28,-3.46,6.26,1.12,1.00,1.01
